"Maclennan, Joss"
"Powell, Lynda"
"Pugen, Diane"
"Carr-Locke, Peter"
"Baptiste-Kramer, Ida"
"O'keeffe, Georgia"
"Beresford-Howe, Constance"
"Chicago, Judy"
"Strickland, Walter"
"Porter, John"
"Costard, Helmuth"
"Green, Anita"
"Lowe, Bia"
"Lumbard, Paula"
"McCaleb, Lyric"
"Wong, Christine"
"Angelo, Nancy"
"Wolverton, Terry"
"Stifter, Catherine"
TBA (collectif)
"Mack, Teresa"
"Ellison, Richard"
"Feldhaus-Weber, Mary"
"Child, Jon"
"Herbes, Christine M."
"Roman, Jo"
"Pilger, John"
"Richter, Robert"
"Thomas, Tony"
"Fanning, David"
"Johnson, Tom"
"Bird, Lance"
"Thurber, Robert"
"Korine, Sol"
"Dunlop, Blaine"
"Metcalfe, Eric"
"Graham, Dan"
"Ashby, Hal"
"Kosinski, Jerzy"
"Sellers, Peter"
"Nash, Peggy"
"Mahler, David"
"Neil, Al"
"Bartlett, Martin"
"Zapeda, Antonio"
"Radunskaya, Amy"
"Rothenburgs, Jerome"
"Cavellini, Guglielmo Achille"
"Groombridge, Brian"
"Razutis, Al"
"King, Allan"
"Elder, Bruce"
"Ditta, Susan"
"Bierk, David"
"McLachlan, Ian"
"Prent, Mark"
"Hammer, Barbara"
"Nigro, Richard"
Mecate (Collective)
"Rojas, Luis"
"Rashid, Mamunur"
"Maza, Bob"
Northern Delights Theatre Group (Collective)
Carifuna (Collective)
"Campbell, David"
"Diegues, Carlos"
"Barbosa, Jarbos"
"Scott-Heron, Gil"
Sweet Honey in the Rock
Taj Mahal's Intergalactic Soul Messengers Band
"Burgin, Victor"
Dance Theatre Workshop (Collective)
"Akerman, Chantal"
"Werden, Rodney"
"Abrams, Rhonda"
"Dignard, Yvonne"
"Amis, Ric"
"Goldhar, Shalhevet"
"Bowman, John"
"Day, Dennis"
"Rynard, Su"
"Condy-Berggold, Craig"
"Robertson, Clive"
"Askevold, David"
"Campbell, Colin"
"Connolly, Michael"
"Harris, Malcolm"
"Steele, Lisa"
"Tomczak, Kim"
"Morgan, Steev"
"Dragu, Margaret"
"Shea, Geoffrey"
"Kibbins, Gary"
"Schadt, Christa"
RANDY & BERENICCI
"Balser, Michael"
"Danielson, Lana"
"Reid, Nancy"
"Paterson, Andrew"
"Lozano, Jorge"
"Bishop, Ruth"
"Bociurkiw, Marusia"
"Hume, Harriet"
"Barbour, Yael"
"Len, Robin"
"Phillips, Paulette"
"Hale, Amanda"
"Golan, Donna"
"Schroder, Elizabeth"
"Ayanoglu, Byron"
"Frenkel, Vera"
"Greyson, John"
Videocabaret
"Mars, Tanya"
"Mackenzie, Elizabeth"
"Schwarz, Judith"
"Waugh, Phyllis"
"Chan, Tony"
"Nichols, Barry"
"Woodbury, Greg"
"Watt, John"
"Fung, Richard"
"Martin, Chris"
"Morrison, Christian"
"Maclean, David"
"Graham, Derek"
"Payne, Tess"
General Idea (Collective)
"Arcand, Denys"
"Borden, Lizzie"
"Mckeough, Rita"
"Schneemann, Carolee"
"Rosler, Martha"
"Benning, James"
"Dawson, Ted"
"Duchamp, Marcel"
"Rosler, Martha"
"Campbell, Colin"
"Britton, Susan"
"Werden, Rodney"
"Doyle, Helen"
"Bourgeault, Helene"
"Nicol, Nancy"
"Campbell, Colin"
Marshalore
"Craig, Kate"
"Banger, Michael"
"Barkley, Alan"
"Black, Byron"
"Mckiggan, Bill"
"Cady, Peggy"
"Creighton-Kelly, Chris"
"Dundas, Sally"
"Frenkel, Vera"
"Gauthier, Luce"
"Gilbert, Gerry"
"Hemmings, Jeff"
"Hutchinson, Nora"
"Jeffries, Bill"
"Koot, Jan"
"Lorraine, Antony"
"Mccrimmon, Bruce"
"Mcglade, Terry"
"Mackay, Susan"
"Pas, Gerard"
"Preus, Shawn"
"Tuck, Don"
"Bodlak, Cynthia"
"Easton, Fred"
RANDY & BERENICCI
R. Dick Trace-It
"Hambleton, Richard"
"Vanderzaag, Elizabeth"
"Ward, Rick"
"Wiwcharuk, Kate"
"Metcalfe, Eric"
"Ellison, Jane"
"Stephens, David"
"Hinchcliffe, Ian"
"Ely, Roger"
"Wilson, Fraser"
"Hébert, Adrien"
"Van Horne, Sir William C."
"Brooker, Bertram"
"Hyde, Lawrence"
"Frazer, Sylvia"
"Moores, Marg"
"Schroeder, Elizabeth"
"Martin, Chris"
"Diamond, Sara"
"Mackenzie, Elizabeth"
"Phillips, Paulette"
"Blackwood, Maureen"
"Julien, Isaac"
"Lippman, Dave"
"Greyson, John"
"Dempsey, Shawna"
"Lydbrooke, Marian"
"Gilmor, Jennifer"
"McCallum, Marilyn"
"Raudvee, Lee"
"Alexander, Sandy"
"Sturman, Susan"
"Shea, Geoffrey"
"Lypchuk, Donna"
"Levan, Kaaly"
"Gill, Don"
"Roche, Brian"
"Vander Zaag, Elizabeth"
"Hagerman, Donna"
"Scheuing, Ruth"
"Wyngaarden, Corry"
"Jensen, Doreen"
"Saharan, Joe"
"Stupid Hairdoos, The (Collective)"
"Wallner, Martha"
"Patwardan, Armand"
"Kam, Winston"
"Burnett, Charles"
Mutabaruka
"Scott-Heron, Gil"
Doug and the Slugs
Loverboy
Trooper
Chilliwack
Powder Blues Band
Maurice and the Clichés
Rocky Craig and his Rockabilly Kings
"Singing Cowboys, The"
"Ulrich, Shary"
'B' Sides
David Raven and the Escorts
D.o.a.
"Subhumans, The"
"Modernettes, The"
Bludgeon Pig
"Dishrags, The"
"Pointed Sticks, The"
"Raisonettes, The"
"Young Canadians, The"
Los Popularos
Images in Vogue
Animal Slaves
Rhythm Mission
"Moral Lepers, The"
"Christian, Meg"
"Williamson, Chris"
Sweet Honey in the Rock
"Coad, Wendy"
"Robinson, Peggy"
"Wilson, Doug"
"McGehee, Peter"
"Allen, Lillian"
"Bhaggiyadatta, Krisantha"
"Hoch, Hannah"
"Sourkes, Cheryl"
"Warland, Betsy"
"Blackbridge, Persimon"
"Gilhooley, Sheila"
"Diamond, Sara"
"Quigley, Anne"
"Elphick, Robyn"
Meet the Navy (collective)
"Pelletier, Pol"
"Weinzweig, Helen"
"Marchessault, Jovette"
"de Antonio, Emile"
"Mann, Ron"
"Cortez, Jayne"
"Baraka, Amiri"
"Marley, Bob"
"Beveridge, Karl"
"Collyer, Robin"
"Johnson, Nancy"
"Steele, Lisa"
"Wodiczko, Krzysztof"
"Ditta, Susan"
"Graham, Heather"
"MacLennan, Joss"
"Dragu, Margaret"
"Steele, Lisa"
"Levitt, Nina"
"Armatage, Kay"
"Taylor, Susan"
"MacLennan, Joss"
"Gautreau, Suzanne"
"Paxton, Maureen"
"Maxwell, Denise"
"Taylor, Susan"
"MacLennan, Joss"
"Sky, Laura"
"Graham, Heather"
"Griffiths, Linda"
"Chitty, Elizabeth"
"Malpede, Karen"
"Baker, Peggy Smith"
"Harris, Valerie"
"Maxwell, Denise"
"Cheron, Elizabeth Sophie"
"De Carlo, Yvonne"
"Dressler, Marie"
"Shearer, Norma"
"Pickford, Mary"
"Keeler, Ruby"
